station,sample_date,sample_time,water_temperature,number_of_submerged_panels,reset_restart_comp,weather,stream_gauge,turbidity,battery_voltage,dissolved_oxygen,velocity_upstream,velocity_downstream,conductivity,solar_voltage,fyke_closed,fyke_open,downstream_livebox_installed_y_n,vaki_y_n,barrels_y_n,crew_initials,comments1,trap_closed,trap_open,condition_code,trapping
ST031X,2021-11-20,07:00:00,55.6,0,07:06:00,CLD,1.8,1.26,25.3,9.47,1.7,0,65.1,0.1,06:50:00,07:07:00,YES,YES,YES,"TL, CH","backup camera & pit tag reader ok. Monitored trap from 6:30-13:00, temps ok",NA,NA,NA,Yes
ST031X,2021-11-20,17:15:00,56.6,0,NA,NIT,1.86,1.08,25.61/12.69,11.9,2.1,0.4,60.9,0,NA,NA,YES,YES,YES,"RB, MI",NA,NA,NA,NA,Yes
ST031X,2021-11-20,21:00:00,NA,0,NA,NIT,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"RB, MI",NA,NA,NA,NA,Yes
ST031X,2021-11-21,00:00:00,NA,NA,NA,NIT,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"RB, MI",NA,NA,NA,NA,Yes
ST031X,2021-11-21,08:00:00,53,0,07:56:00,CLD,1.8,2.32,"25.54, 12.43",10.05,3.1,0.2,77.6,"2.0, 1.3",07:50:00,07:57:00,YES,YES,YES,"BS, ND","PIT tag reader OK, backup cameras OK",NA,NA,NA,Yes
ST031X,2021-11-22,04:15:00,53,0,NA,NIT,1.8,NA,NA,10.11,NA,NA,69.6,NA,NA,NA,YES,YES,YES,"TL, JP",Installed trap with second fyke,04:15:00,NA,NA,Yes
ST031X,2021-11-22,08:15:00,51.7,0,08:23:00,CLD,1.8,1.17,25.7,10.56,2.4,0,66.8,2.1,08:13:00,08:26:00,YES,YES,YES,"TL, JP",Backup camera & pit tag reader ok. Monitored trap until 10:00 - no fish,NA,NA,NA,Yes
ST031X,2021-11-22,13:00:00,54.1,0,NA,CLR,1.82,2,29.28,12.44,NA,NA,86.7,4.8,NA,NA,YES,YES,YES,"IH,ND","PIT tag reader OK, backup cameras OK",NA,NA,NA,Yes
ST031X,2021-11-22,17:30:00,54,0,NA,NIT,1.82,1.13,25.63/12.80,12.45,2.1,0,76.6,0,NA,NA,YES,YES,YES,"JP, MI",NA,NA,NA,NA,Yes
ST031X,2021-11-22,19:30:00,NA,0,NA,NIT,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"JP, MI",NA,NA,NA,NA,Yes
ST031X,2021-11-22,23:30:00,NA,0,NA,NIT,1.82,NA,NA,NA,NA,NA,NA,NA,23:30:00,23:45:00,YES,YES,YES,"JP, LD",NA,NA,NA,NA,Yes
ST031X,2021-11-23,03:30:00,NA,0,NA,NIT,NA,NA,NA,NA,NA,NA,NA,NA,03:30:00,03:45:00,YES,YES,YES,"JP, LD",NA,NA,NA,NA,Yes
ST031X,2021-11-23,07:30:00,51.5,0,07:43:00,FOG,1.8,1.89,25.3,10.42,NA,0,78.6,0.8,07:40:00,07:45:00,YES,YES,YES,"TL, IH","PIT tag reader OK, backup cameras OK. Monitored trap until 10:00.",NA,NA,NA,Yes
ST031X,2021-11-23,13:00:00,NA,0,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"EF, CH",Checked trap- no fish,NA,NA,NA,Yes
ST031X,2021-11-23,16:30:00,53.4,0,NA,CLR,1.82,0.72,25.68,12.65,1.4,NA,78.5,3.6,NA,NA,YES,YES,YES,"JP, LD",Checked trap- no fish,NA,NA,NA,Yes
ST031X,2021-11-23,23:30:00,NA,0,NA,NIT,1.82,NA,NA,NA,NA,NA,NA,NA,11:30:00,11:45:00,YES,YES,YES,"JP, LD",NA,NA,NA,NA,Yes
ST031X,2021-11-23,20:15:00,NA,0,NA,NIT,1.82,NA,NA,NA,NA,NA,NA,NA,20:15:00,20:30:00,YES,YES,YES,"JP, LD",NA,NA,23:45:00,NA,Yes
ST031X,2021-11-24,10:15:00,51.3,0,10:20:00,CLR,1.82,1.23,29.7,11.59,2.2,0,80.8,9,10:15:00,10:18:00,YES,YES,YES,"TL, CH","PIT tag readers OK, backup cameras OK",NA,NA,NA,No
ST031X,2021-11-25,10:30:00,50.5,0,11:30:00,CLR,1.84,1.79,29.72,12.21,2.9,0.1,81.2,7.7,11:20:00,11:32:00,YES,YES,YES,"IH, SD",Backup camera & pit tag reader ok,NA,NA,NA,No
ST031X,2021-11-26,11:00:00,50.9,0,11:11:00,CLR,1.8,2.95,29.59,12.6,2.9,0.1,77.4,6.1,11:09:00,11:13:00,YES,YES,YES,"IH, ND",Backup camera & pit tag reader ok,NA,NA,NA,No
ST031X,2021-11-27,08:15:00,49.8,0,NA,CLR,1.82,1.29,NA,11.07,3.4,0,62.8,4.7,08:34:00,08:47:00,YES,YES,YES,"JP, CH","12 volt system: solar amp 2.7, voltage 12.89",NA,NA,NA,No
ST031X,2021-11-28,08:15:00,50.1,0,08:30:00,CLR,1.8,1.4,25.82,10.86,2.8,0,73.8,2,08:18:00,08:32:00,YES,YES,YES,"JP, LD",12v system #1 12.72 volts 1.8 amps. 12v system #2 12.72 volts 7.0 amps,NA,NA,NA,No
ST031X,2021-11-29,04:30:00,52,0,NA,NIT,1.8,NA,NA,10.37,NA,NA,73.2,0,NA,NA,YES,YES,YES,"TL, SD",Set trap with 2nd fyke,04:15:00,NA,NA,Yes
ST031X,2021-11-29,08:00:00,48.8,0,08:00:00,FOG,1.8,1.17,25.6,11.1,2.1,0,68.5,1.7,07:53:00,08:03:00,YES,YES,YES,"TL, SD","PIT tag readers ok, backup camera ok, downstream camera not connected. Checked trap at 6 and 10",NA,NA,NA,Yes
ST031X,2021-11-29,13:00:00,52.4,0,NA,CLR,1.8,1.34,NA,11.98,NA,0,75.3,NA,NA,NA,YES,YES,YES,"JP, EF",No fish in trap,NA,NA,NA,Yes
ST031X,2021-11-29,17:30:00,52.5,0,NA,CLR,1.82,1.35,NA,12.44,2,NA,69.8,25.64,NA,NA,YES,YES,YES,"LD, RB",NA,NA,NA,NA,Yes
ST031X,2021-11-29,21:15:00,NA,0,NA,NIT,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"LD, RB",NA,NA,NA,NA,Yes
ST031X,2021-11-30,01:00:00,NA,0,NA,NIT,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"LD, RB",NA,NA,NA,NA,Yes
ST031X,2021-11-30,04:00:00,NA,0,NA,NIT,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"LD, RB",NA,NA,NA,NA,Yes
ST031X,2021-11-30,08:15:00,51.1,0,08:22:00,CLR,1.81,NA,25.8,10.57,2.6,0,64.2,2,08:16:00,08:23:00,YES,YES,YES,"TL, CH","PIT tag readers ok, backup camera ok. Checked trap at 6 and 10",NA,NA,NA,Yes
ST031X,2021-11-30,13:00:00,53,0,NA,CLR,1.8,2.4,NA,11.84,1.5,NA,68.3,NA,NA,NA,YES,YES,YES,"CH, EF",NA,NA,NA,NA,Yes
ST031X,2021-11-30,17:00:00,52.5,0,NA,CLR,1.82,1.25,NA,NA,2.3,NA,71.2,NA,NA,NA,YES,YES,YES,"LD, RB",NA,NA,NA,NA,Yes
ST031X,2021-11-30,21:00:00,NA,0,NA,NIT,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"LD, RB",NA,NA,NA,NA,Yes
ST031X,2021-11-30,23:30:00,NA,0,NA,NIT,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"LD, RB",NA,NA,NA,NA,Yes
ST031X,2021-12-01,10:30:00,53.1,0,10:22:00,CLR,1.81,1.09,29.7,11.38,NA,NA,65.3,10.5,10:18:00,10:23:00,YES,YES,YES,"TL, SD","PIT tag readers ok, backup camera ok",NA,NA,NA,Yes
ST031X,2021-12-02,08:00:00,51.7,0,08:04:00,FOG,1.8,1.14,25.4,10.35,1.7,0,67.3,1.5,08:00:00,08:06:00,YES,YES,YES,"TL, ND","PIT tag readers ok, backup camera ok. Monitored trap 4-10:00",04:15:00,NA,NA,Yes
ST031X,2021-12-02,17:00:00,52.9,0,NA,CLD,1.82,1.23,29,12.63,2.1,0.4,75,NA,NA,NA,YES,YES,YES,"RB, LD",NA,NA,NA,NA,Yes
ST031X,2021-12-02,21:00:00,NA,0,NA,NIT,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"RB, LD",NA,NA,NA,NA,Yes
ST031X,2021-12-03,01:00:00,NA,0,NA,NIT,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"RB, LD",NA,NA,NA,NA,Yes
ST031X,2021-12-03,04:00:00,NA,0,NA,NIT,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"RB, LD",NA,NA,NA,NA,Yes
ST031X,2021-12-03,07:30:00,51.1,0,07:32:00,FOG,1.8,0.59,25.2,10.4,2.9,0,68.6,0.3,07:23:00,07:33:00,YES,YES,YES,"TL, ND","VAKI videos not recording on arrrival, fixed after restarting computer",NA,NA,NA,Yes
ST031X,2021-12-03,17:00:00,52.3,0,NA,FOG,1.84,0.8,27.5,12.7,2.2,0.4,69.9,0,NA,NA,YES,YES,YES,"LD, RB",NA,NA,NA,NA,Yes
ST031X,2021-12-03,21:00:00,NA,0,NA,NIT,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"LD, RB",NA,NA,NA,NA,Yes
ST031X,2021-12-04,00:00:00,NA,0,NA,NIT,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"LD, RB",NA,NA,00:00:00,NA,Yes
ST031X,2021-12-04,08:00:00,52.2,0,NA,CLD,1.82,0.87,25.66,10.36,1.9,0,75.6,1.3,08:02:00,08:09:00,YES,YES,YES,"SC, CH",NA,NA,NA,NA,No
ST031X,2021-12-05,08:00:00,52.6,0,08:08:00,CLD,1.8,1.3,25.31,10.19,2.4,0,73.6,0.04,08:00:00,08:10:00,YES,YES,YES,"SC, CH",NA,NA,NA,NA,No
ST031X,2021-12-05,19:30:00,54.1,0,NA,NIT,1.86,0.83,25.62,11.57,1.9,0.6,67.8,0,NA,NA,YES,YES,YES,"JP, LD",NA,19:40:00,NA,NA,Yes
ST031X,2021-12-06,03:00:00,NA,0,NA,NIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"TL, SD",NA,NA,NA,NA,Yes
ST031X,2021-12-06,08:00:00,52,0,07:50:00,CLD,1.82,1.33,27.1,10.44,2.2,0,70.7,0.2,07:48:00,07:53:00,YES,YES,YES,"TL, SD",NA,NA,NA,NA,Yes
ST031X,2021-12-06,20:30:00,52.2,0,NA,NIT,1.78,1.14,25.04,11.03,1.9,0,70.3,0,NA,NA,YES,YES,YES,"SC, LD",NA,NA,NA,NA,Yes
ST031X,2021-12-07,02:45:00,NA,0,NA,NIT,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"TL, SD",NA,NA,NA,NA,Yes
ST031X,2021-12-07,05:00:00,NA,0,NA,NIT,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"TL, SD",NA,NA,NA,NA,Yes
ST031X,2021-12-07,09:15:00,53.3,0,09:06:00,CLD,1.82,1.4,25.1,9.93,2.8,0,72.2,0.9,09:03:00,09:09:00,YES,YES,YES,"TL, SD","Backup camera off on arrival - cleared disk and fixed. PIT tag readers off on arrival - low batteries, not able to turn on",NA,09:30:00,NA,Yes
ST031X,2021-12-08,10:30:00,52.1,0,10:24:00,CLD,1.82,1.58,26.3,11.29,2.1,0,72.6,3,10:16:00,10:26:00,YES,YES,YES,"TL, CH",PIT tag readers off - low voltage. Backup camera ok. Lights in VAKI not working.,NA,NA,NA,No
ST031X,2021-12-08,19:15:00,52.5,0,NA,NIT,1.8,2.72,25.27,11.53,2.3,0,73.2,0,NA,NA,YES,YES,YES,"SC, LD",Set trap,19:25:00,NA,NA,Yes
ST031X,2021-12-09,05:00:00,NA,0,NA,RAN,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"TL, ND",NA,NA,NA,NA,Yes
ST031X,2021-12-09,09:30:00,52.6,0,09:30:00,RAN,1.82,1.43,24.9,10.44,2.7,0,70.5,0.1,09:26:00,09:33:00,YES,YES,YES,"TL, ND","Three CHN jumped weir back downstream. PIT tag readers off, backup camera off on arrival - fixed",NA,NA,NA,Yes
ST031X,2021-12-09,20:15:00,52.4,0,NA,NIT,1.84,1.51,25.65,11.37,NA,0,71.6,0,NA,NA,YES,YES,YES,"SC, LD",NA,NA,NA,NA,Yes
ST031X,2021-12-10,04:30:00,NA,0,NA,NIT,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"TL, ND",NA,NA,NA,NA,Yes
ST031X,2021-12-10,07:30:00,50.6,0,07:11:00,CLR,1.86,1.16,25.1,10.15,2.8,0.4,63,0,07:09:00,07:15:00,YES,YES,YES,"TL, ND",PIT tag readers off. Backup camera ok,NA,09:45:00,NA,Yes
ST031X,2021-12-11,08:30:00,47.3,0,08:32:00,CLR,1.82,0.85,26,11.5,2.3,0.1,57.3,2.5,08:31:00,08:33:00,YES,YES,YES,"MI, IH",PIT tag readers off. Backup camera ok,NA,NA,NA,No
ST031X,2021-12-12,09:30:00,48.8,0,09:37:00,CLD,1.84,1.13,26.56/12.02,11.55,2.2,0.1,60.5,1.8/2.5,NA,NA,YES,YES,YES,"MI, IH","VAKI and computer off, not connected on arrival. VAKI reconnected, need to download backup data. Backup camera ok",NA,NA,NA,No
ST031X,2021-12-12,20:00:00,50.4,0,NA,NIT,1.94,3.69,25.41,11.51,NA,NA,68.5,0,NA,NA,YES,YES,YES,"MI, IH",PIT tag readers off. Backup camera and computer ok,20:15:00,NA,NA,Yes
ST031X,2021-12-13,05:00:00,NA,0,NA,NIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"BS, CH",NA,NA,NA,NA,Yes
ST031X,2021-12-13,08:30:00,50.5,0,08:41:00,RAN,1.92,2.63,25.25/11.82,10.42,2.5,0.6,71.9,0.9/1.3,08:30:00,NA,YES,YES,YES,"BS, CH","Downstream camera down, PIT tag reader down",NA,NA,NA,Yes
ST031X,2021-12-13,21:30:00,51.1,0,NA,RAN,2.2,11.58,25.29/13.37,10.44,NA,NA,83.5,0.0/0.0,NA,NA,YES,YES,YES,"MI, IH",all systems connected,NA,NA,NA,Yes
ST031X,2021-12-14,06:30:00,NA,NA,NA,NIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"BS, CH",weir spilling over upon arrival,NA,NA,NA,Yes
ST031X,2021-12-14,08:00:00,49.5,NA,07:55:00,CLD,2.54,105,25.32/12.59,11,1.2,0.6,149.6,0.0/0.3,07:52:00,07:56:00,YES,YES,YES,"BS, CH",Water too turbid to see through. Barrels added,NA,10:00:00,NA,Yes
ST031X,2021-12-15,00:30:00,48.3,0,NA,NIT,2.62,45.1,25.48/12.48,11.34,NA,NA,163.5,0,NA,NA,YES,YES,YES,"IH, MI",NA,00:45:00,NA,NA,Yes
ST031X,2021-12-15,07:00:00,48,0,NA,CLD,2.3,53.7,NA,10.57,1.9,NA,155.7,NA,NA,NA,YES,YES,YES,"BS, CH",NA,NA,NA,NA,Yes
ST031X,2021-12-15,08:00:00,48,0,NA,CLR,2.3,53.7,26.17/12.57,10.57,1.9,1,155.7,3.1/1.2/6.5,08:00:00,08:10:00,YES,YES,YES,"BS, CH","No recorded passages - water too turbid. No download, no downstream backup. Backup camera and PIT tag readers ok.",NA,NA,NA,Yes
ST031X,2021-12-15,18:30:00,49.3,0,NA,NIT,2.12,27.8,25.68/12.68,10.7,NA,NA,130.2,0.0/0.0,NA,NA,YES,YES,YES,"IH, MI","PIT tag connected, backup camera connected",NA,NA,NA,Yes
ST031X,2021-12-15,22:15:00,NA,0,NA,NIT,2.08,NA,25.52/12.53,NA,NA,NA,NA,0.0/0.0,NA,NA,YES,YES,YES,"MI, IH",NA,NA,NA,NA,Yes
ST031X,2021-12-16,05:30:00,49.3,NA,NA,NIT,2.37,17.1,NA,10.03,1.5,NA,100.8,NA,05:30:00,05:45:00,YES,YES,YES,"BS, CH",NA,NA,NA,NA,Yes
ST031X,2021-12-16,08:00:00,49.3,NA,08:10:00,RAN,2.37,17.1,"25.3,12.29",10.03,1.5,1.3,100.8,"0.1,0.4",07:58:00,08:12:00,YES,YES,YES,"BS, CH",NA,NA,NA,NA,Yes
ST031X,2021-12-16,10:00:00,49.3,NA,NA,CLD,2.37,17.1,NA,10.03,1.5,NA,100.8,NA,09:55:00,10:10:00,YES,YES,YES,"BS, CH",NA,NA,10:10:00,NA,Yes
ST031X,2021-12-17,08:30:00,49.5,NA,08:39:00,CLD,2.5,7.78,25.37/12.25,10.37,2.3,2.1,85.2,0.9/1.2,08:35:00,08:40:00,YES,YES,YES,"BS, CH",NA,NA,NA,NA,No
ST031X,2021-12-17,13:45:00,50.7,0,NA,CLD,2.46,6.96,29.6,11.47,2.3,2.1,85.7,6.5,NA,NA,YES,YES,YES,"LD, RB",NA,13:53:00,NA,NA,Yes
ST031X,2021-12-17,20:30:00,49.8,0,NA,NIT,2.4,7.47,25.57/12.51,11.08,NA,NA,83.5,0.0/0.0,NA,NA,YES,YES,YES,"IH, MI","PIT tag connected, backup camera connected",NA,NA,NA,Yes
ST031X,2021-12-18,05:15:00,49.1,0,NA,NIT,2.4,6.85,25.22/12.19,10.73,NA,NA,89.5,0.0/0.0,NA,NA,YES,YES,YES,"MI, IH",NA,NA,NA,NA,Yes
ST031X,2021-12-18,10:15:00,49,0,NA,CLD,2.4,5.07,26.40/12.36,10.99,NA,NA,82.3,2.6/1.7,NA,NA,YES,YES,YES,"IH, MI","PIT tag connected, backup camera connected",NA,NA,NA,Yes
ST031X,2021-12-18,21:00:00,50.6,0,NA,NIT,2.36,3.89,25.36/12.11,11.05,NA,NA,73.1,0.0/0.0,NA,NA,YES,YES,YES,"IH, MI","PIT tag connected, backup camera connected",NA,NA,NA,Yes
ST031X,2021-12-19,08:30:00,NA,0,NA,CLD,2.38,NA,25.23/12.04,NA,NA,NA,NA,0.6/0.9,NA,NA,YES,YES,YES,"IH, MI",NA,NA,NA,NA,Yes
ST031X,2021-12-19,21:00:00,49.4,0,NA,NIT,2.36,6.37,25.15/11.93,11.11,NA,NA,79.6,0.0/0.0,NA,NA,YES,YES,YES,"IH, MI","PIT tag connected, backup camera connected",NA,NA,NA,Yes
ST031X,2021-12-20,05:00:00,NA,0,NA,NIT,2.35,NA,25.12/11.9,NA,NA,NA,NA,0.0/0.0,NA,NA,YES,YES,YES,"LD, BS",NA,NA,NA,NA,Yes
ST031X,2021-12-20,08:15:00,50.3,0,08:51:00,CLD,2.34,2.29,25.23,10.54,1.9,1.7,80.3,0.8,08:16:00,08:52:00,YES,YES,YES,"LD, BS",Trap check at 10:00 - no fish in trap,NA,NA,NA,Yes
ST031X,2021-12-20,21:00:00,49.8,0,NA,NIT,2.26,2.94,25.10/11.85,11.02,NA,NA,78.7,0.0/0.0,NA,NA,YES,YES,YES,"MI, IH","PIT tag readers off, backup camera ok",NA,NA,NA,Yes
ST031X,2021-12-21,08:45:00,48.8,0,08:31:00,CLD,1.9,2.6,25.2/11.84,10.61,1.8,0.4,84.8,1.0/1.3,08:11:00,08:33:00,YES,YES,YES,"BS, SD",PIT tag readers off,NA,NA,NA,Yes
ST031X,2021-12-21,21:00:00,49.5,0,NA,NIT,1.86,9.64,25.53/11.96,11.38,NA,NA,83.2,0.0/0.0,NA,NA,YES,YES,YES,"IH, MI",NA,NA,NA,NA,Yes
ST031X,2021-12-22,08:30:00,48.9,0,08:31:00,CLD,1.85,2.32,25.07/11.74,10.76,0.8,0.4,85.8,0.4/0.6,08:10:00,08:34:00,YES,YES,YES,"BS, ND","Backup camera ok, PIT tag reader off, downstream backup off",NA,NA,NA,Yes
ST031X,2021-12-22,20:45:00,49.4,0,NA,NIT,1.88,2.78,25.57/11.93,10.94,NA,NA,87.4,0.0/0.0,NA,NA,YES,YES,YES,"MI, IH",NA,NA,NA,NA,Yes
ST031X,2021-12-23,08:30:00,50.6,0,08:50:00,RAN,1.9,1.88,25.0/11.7,10.27,1.5,0.4,89.8,0.2/0.0,08:24:00,08:45:00,YES,YES,YES,"BS, SD",NA,NA,08:45:00,NA,Yes
ST031X,2021-12-24,08:15:00,51.6,0,08:20:00,CLD,2.88,33,24.98,10.21,1.4,0.8,138.5,1.3,08:12:00,08:21:00,YES,YES,YES,"BS, SD, ND",NA,NA,NA,NA,No
ST031X,2021-12-27,08:45:00,48.7,0,08:57:00,RAN,2.7,22.8,25.27,10.35,3.4,2.5,128.8,0.9,08:50:00,08:59:00,YES,YES,YES,"RB, LD",NA,NA,NA,NA,No
ST031X,2021-12-28,10:10:00,47.9,8,10:00:00,CLD,3.24,27.8,26.5/12.4,10.9,1.2,1.9,137.3,3.7/4.2,10:07:00,10:11:00,YES,NO,YES,"BS, IH",VAKI changing between connected and not connected,NA,NA,NA,No
ST031X,2021-12-28,17:00:00,NA,0,NA,NIT,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,YES,YES,"BS, SD",set trap,17:26:00,NA,NA,Yes
ST031X,2021-12-29,08:45:00,48.9,0,08:57:00,RAN,3.57,10.99,25.43,10.81,1.8,1.6,118.1,0.9,08:50:00,08:59:00,YES,YES,YES,"LD, RB",removed trap,NA,08:59:00,NA,Yes
ST031X,2021-12-29,20:30:00,50,0,NA,NIT,3.62,11.54,NA,11.05,NA,NA,97.5,NA,NA,NA,YES,NA,YES,"MI, IH",NA,NA,NA,NA,No
ST031X,2021-12-30,08:15:00,49.9,0,08:35:00,CLD,3.7,9.48,25.39,10.35,2.6,NA,97.8,0.7,08:30:00,08:45:00,YES,YES,YES,"MK, BG",NA,NA,NA,NA,No
ST031X,2021-12-30,18:45:00,51.2,3,NA,NIT,3.7,6.29,NA,10.81,NA,NA,92.8,NA,NA,NA,YES,YES,YES,"MI, IH",NA,NA,NA,NA,No
ST031X,2021-12-31,15:00:00,51.9,0,15:10:00,CLD,3.56,5.96,27.68/12.36,10.71,2.9,3.2,93.6,1.2/2.2,15:06:00,15:11:00,YES,YES,YES,"MI, IH",NA,NA,NA,NA,No
ST031X,2022-01-01,13:00:00,48.8,0,13:34:00,CLR,3.08,3.92,27.45/13.27,11.25,2.4,2.6,101.1,2.5/21.1,13:30:00,13:35:00,YES,YES,YES,"MI, IH",Backup camera ok,NA,NA,NA,No
ST031X,2022-01-02,09:45:00,46.5,0,09:46:00,CLR,2.16,3.74,30.11/12.65,11.09,2,2.2,96.4,10.5/6.2,09:38:00,09:47:00,YES,YES,YES,"IH, MI",NA,NA,NA,NA,No
ST031X,2022-01-02,18:00:00,47.5,0,NA,NIT,2,3.43,25.65/12.26,11.63,NA,NA,99.3,0.0/0.0,NA,NA,YES,YES,YES,"IH, MI",Trap set at 18:40. Backup camera and PIT tag reader connected,18:40:00,NA,NA,Yes
ST031X,2022-01-03,08:15:00,45,0,08:39:00,CLR,2,3.69,25.40/11.97,11.45,1.6,1.8,100.7,1.3/0.7,08:23:00,08:41:00,YES,YES,YES,"MI, ND, SD",Backup camera ok,08:23:00,08:41:00,NA,Yes
ST031X,2022-01-03,19:45:00,47.7,0,NA,NIT,1.9,3.27,NA,11.9,NA,NA,102.2,NA,NA,NA,YES,YES,YES,"JP, SD",NA,NA,NA,NA,Yes
ST031X,2022-01-04,08:10:00,47.3,0,08:23:00,CLD,1.9,3.74,25.33/11.90,11.21,2.7,0.1,103.3,0.7/1.1,08:15:00,08:26:00,YES,YES,YES,"BS, CH",NA,NA,NA,NA,Yes
ST031X,2022-01-04,19:30:00,49.5,0,NA,NIT,1.88,3.26,NA,11.94,NA,NA,95.8,NA,NA,NA,YES,YES,YES,"JP, ND",Pit tag reader down - low on power,NA,NA,NA,Yes
ST031X,2022-01-05,08:00:00,49.4,0,08:12:00,CLR,1.9,3.28,25.78/11.92,10.85,2.7,0.1,97.6,2.7/1.6,08:05:00,08:16:00,YES,YES,YES,"BS, CH",NA,NA,NA,NA,Yes
ST031X,2022-01-05,19:15:00,51.6,0,NA,NIT,1.88,2.62,NA,11.65,NA,NA,93.5,NA,NA,NA,YES,YES,YES,"JP, SD",NA,NA,NA,NA,Yes
ST031X,2022-01-06,08:30:00,51.2,0,NA,CLD,1.9,2.8,25.3/12.06,10.12,2.9,0.1,104.4,0.5/0.8,NA,NA,YES,YES,YES,"BS, CH",No download-no passages,NA,NA,NA,Yes
ST031X,2022-01-07,09:00:00,51.2,0,09:07:00,CLD,1.9,2.88,25.44,10.36,1.9,0.4,93.2,1.1,09:00:00,09:15:00,YES,YES,YES,"EF, JP",NA,NA,NA,NA,Yes
ST031X,2022-01-08,08:00:00,49.7,0,08:10:00,CLD,1.92,2.77,25.77/11.61,10.4,1.8,0.2,94.3,0.3/0.5,08:06:00,08:11:00,YES,YES,YES,"MI, CH",Backup camera and PIT tag reader ok. No fish in trap,NA,NA,NA,Yes
ST031X,2022-01-09,09:00:00,49,0,NA,CLR,1.9,3.03,26.87/12.19,10.5,1.4,0.1,101.3,5.4/2.3/7.4,NA,NA,YES,YES,YES,"CH, MI","Opened trap @ 9:13am, PIT tag reader off",NA,09:13:00,NA,No
ST031X,2022-01-12,08:45:00,47.3,0,08:58:00,CLR,1.92,2.37,26.93/12.32,11.58,1.6,0.2,98.2,4.9/2.2,08:52:00,08:59:00,YES,YES,YES,"MI, IH",Trap set at 9:01am,09:01:00,NA,NA,Yes
ST031X,2022-01-13,08:45:00,48.3,0,08:44:00,CLR,1.9,3.31,25.54/12.08,11.23,1.6,0.2,100.5,1.4/1.1,08:40:00,08:45:00,YES,YES,YES,"IH, MI",NA,NA,NA,NA,Yes
ST031X,2022-01-14,09:15:00,48.4,0,09:22:00,FOG,1.92,2.42,25.74/12.04,11.21,1.6,0.2,99.6,2.0/2.5,09:18:00,09:23:00,YES,YES,YES,"IH, MI",Backup camera and PIT tag reader ok. No fish in trap,NA,NA,NA,Yes
ST031X,2022-01-15,08:00:00,48.3,0,08:06:00,CLD,1.88,2.57,25.26,11.03,1.7,0,98.2,0.4,08:00:00,08:10:00,YES,YES,YES,"LD, JP","Trap is closed and fishing, no fish during trap check.",NA,NA,NA,Yes
ST031X,2022-01-16,08:00:00,48.6,0,08:03:00,CLD,1.88,1.83,25.3,11.19,1.4,0,95.3,0.7,08:00:00,08:05:00,YES,YES,YES,"JP, LD","Only 1 downstream passage, trap is fishing",NA,NA,NA,Yes
ST031X,2022-01-17,09:30:00,49.1,0,09:58:00,CLD,1.87,3.16,27.13/12.36,11.62,0.4,0.1,89.9,4,09:47:00,09:59:00,YES,YES,YES,"BS, ND",No passages recorded - no download,NA,NA,NA,Yes
ST031X,2022-01-18,11:00:00,50.2,0,11:16:00,CLR,1.82,1.83,29.55,12.62,0.8,0.1,91.5,6.7,11:03:00,11:17:00,YES,YES,YES,"ND, SD",Backup camera and PIT tag reader ok. No fish in trap,NA,NA,NA,Yes
ST031X,2022-01-19,10:15:00,49,0,10:28:00,CLR,1.85,2.08,29.74,12.4,1.1,0.1,89.2,11.5,10:22:00,10:29:00,YES,YES,YES,"ND, SD",No fish in trap,NA,NA,NA,Yes
ST031X,2022-01-20,10:30:00,48.3,0,10:39:00,CLR,1.85,2.35,29.7/13.2,12.5,1.6,0.2,90.3,9.1/10.0,10:25:00,10:40:00,YES,YES,YES,"BS, SD",No fish in trap,NA,NA,NA,Yes
